timestamp,volume,offset_x,offset_y,offset_z,take_x,take_y,take_z,take_rx,take_ry,take_rz,slot1_x,slot1_y,slot1_z,slot1_rx,slot1_ry,slot1_rz,slot2_x,slot2_y,slot2_z,slot2_rx,slot2_ry,slot2_rz,slot3_x,slot3_y,slot3_z,slot3_rx,slot3_ry,slot3_rz,slot4_x,slot4_y,slot4_z,slot4_rx,slot4_ry,slot4_rz,slot1_volume,slot2_volume,slot3_volume,slot4_volume,change_area_height
2026-03-25T02:06:12.964586,15.5,0.45,0.0,0.26,436.817474,-34.176186,404.567047,-179.231705,-1.047668,-76.764702,179.2547,-531.1418,-171.476,-178.7658,3.3596,-148.6614,-77.4851,-555.3969,-171.1699,-176.7322,3.3594,-175.2552,-300.5411,-473.4385,-171.17090000000002,-176.7321,3.3595,160.2795,-510.434,-232.2213,-151.1702,-176.732,3.3595,127.1501,15.5,0.0,0.0,0.0,0.0
2026-03-25T02:09:00.587558,15.5,0.45,0.0,0.26,436.817474,-34.176186,404.567047,-179.231705,-1.047668,-76.764702,179.2547,-531.1418,-171.476,-178.7658,3.3596,-148.6614,-77.4851,-555.3969,-171.1699,-176.7322,3.3594,-175.2552,-300.5411,-473.4385,-171.17090000000002,-176.7321,3.3595,160.2795,-510.434,-232.2213,-151.1702,-176.732,3.3595,127.1501,15.5,0.0,0.0,0.0,0.0
